neuron_id,explanation_1,explanation_2
layer_1_neuron_258,"Neuron: layer_1_neuron_258 strongly activates for sequences associated with proteins characterized by high isoelectric points, moderate instability indices, and significant sheet fractions.","Neuron layer_1_neuron_258 activates strongly for sequences involved in metabolic processes with high isolectric points, moderate sheet fraction, and cytoplasmic location."
layer_1_neuron_271,"Sequences strongly activating the neuron share characteristics of secreted peptides with low isoelectric points and high charge at pH 7 from diverse organisms, involved in physiological and behavioral responses.","Neuron layer_1_neuron_271 strongly activates for sequences with acidic isoelectric points, high turn fractions, and functions related to secretion and modulation of physiological responses in animals."
layer_1_neuron_275,Neuron layer_1_neuron_275 strongly activates for proteins associated with endoplasmic reticulum membrane localization and involvement in vesicle-mediated transport related to neutrophil function across different Xenopus species.,"Neuron layer_1_neuron_275 is strongly activated by sequences of the endoplasmic reticulum transmembrane protein jagunal homolog 1, involved in vesicle-mediated transport and neutrophil function, across different Xenopus species."
layer_1_neuron_259,"The sequences where the neuron strongly activates are characterized by their involvement in critical cellular processes, including regulation of calcium ion transport and cell adhesion, and are located in specific cellular compartments such as recycling endosomes and mitochondrion inner membranes.","Neuron layer_1_neuron_259 strongly activates for proteins involved in specific cellular processes such as intracellular transport and regulation, including roles in endocytic recycling and mitochondrial calcium ion transmembrane transport, within human subcellular locations like recycling endosomes and mitochondria."
layer_1_neuron_276,"Secreted peptides with toxin activity and defense functions, primarily from venomous organisms, characterized by significant charge and diverse structural properties.","Neuron layer_1_neuron_276 strongly activates for secreted, biologically active peptides with toxin or defense functions."
layer_1_neuron_277,"Neuron layer_1_neuron_277 strongly activates for sequences involved in disrupting cellular membranes, either through viral-induced cell lysis or toxin activity.",Neuron layer_1_neuron_277 activates for sequences involved in host cell disruption and toxin activity.
layer_1_neuron_279,"The sequences strongly activating the neuron are transcription factors involved in DNA-binding and regulation of transcription, specifically during the G1/S phase transition, with zinc ion binding and nuclear localization, found in both Bos taurus and Homo sapiens.","Both sequences are associated with histone H4 transcription factors that function as transcriptional repressors and activators binding to specific DNA sequences, involved in cell cycle regulation, DNA repair, and transcriptional regulation, and are localized in the nucleus of Bos taurus and Homo sapiens."
layer_1_neuron_267,Neuron layer_1_neuron_267 activates for secreted peptides involved in toxin or hormone activity.,Neuron layer_1_neuron_267 strongly activates for secreted proteins with toxin or neuropeptide activity that affect other organisms.
layer_1_neuron_273,"Neuron layer_1_neuron_273 strongly activates for sequences of the NADH-ubiquinone oxidoreductase chain 2, a core subunit of mitochondrial Complex I involved in electron transport from NADH to ubiquinone, found in the inner membrane of mitochondria in mosquitoes.","Neuron layer_1_neuron_273 strongly activates in sequences associated with the mitochondrial inner membrane NADH-ubiquinone oxidoreductase chain 2, involved in electron transport from NADH to ubiquinone, in mosquitoes."
layer_1_neuron_281,"Both sequences are receptor-like proteins located in the cell membrane of *Arabidopsis thaliana*, characterized by being single-pass type I membrane proteins.","Receptor-like proteins from *Arabidopsis thaliana*, localized to the cell membrane as single-pass type I membrane proteins."
layer_1_neuron_290,"Both sequences are antimicrobial peptides secreted by frogs, involved in defense responses against bacteria.","Neuron layer_1_neuron_290 activates for antimicrobial peptides from frogs, characterized by high hydrophobicity, secretion, and defense against bacteria."
layer_1_neuron_285,"Neuron layer_1_neuron_285 strongly activates for sequences of protamines involved in DNA binding, chromosome condensation, and spermatogenesis in the nucleus of Bolinus brandaris sperm cells.","Neuron layer_1_neuron_285 is strongly activated by sequences of sperm protamines from Bolinus brandaris, which are involved in DNA binding, chromosome condensation, and spermatogenesis within the nucleus."
layer_1_neuron_286,Sequences with strong neuron activation share features of high instability and a high proportion of turns in their secondary structure.,"The shared biological features of the sequences are high instability indices and negative gravy scores, indicating hydrophilicity and potential instability."
layer_1_neuron_282,"Neuron layer_1_neuron_282 strongly activates for sequences that are secreted proteins involved in signaling pathways, with contrasting stability and charge characteristics.",Neuron: layer_1_neuron_282 activates strongly for sequences with neuropeptide signaling roles or unknown functions in secreted or plant proteins.
layer_1_neuron_283,Neuron layer_1_neuron_283 strongly activates for proteins involved in binding activities and immune-related processes with high instability indices.,Neuron layer_1_neuron_283 strongly activates with proteins involved in membrane localization and binding functions.
layer_1_neuron_278,"The neuron strongly activates for proteins involved in complex biochemical processes, such as biosynthesis and immune response, with features like diverse molecular functions and subcellular locations.","Neuron layer_1_neuron_278 strongly activates for sequences involved in complex biosynthetic processes or immune recognition, specifically related to purine metabolism and T cell receptor function."
layer_1_neuron_280,Neuron layer_1_neuron_280 strongly activates for proteins involved in binding functions with diverse biological roles and structural features.,Neuron layer_1_neuron_280 strongly activates for proteins involved in specific binding interactions (metal ion or DNA) with distinct helix content and instability properties.
layer_1_neuron_289,"The sequences activate the neuron due to their involvement in membrane-associated functions and structural roles, enhancing biological processes like conjugation in bacteria and elasticity in insect cuticles.","The sequences feature proteins involved in membrane localization and elasticity, relevant to bacterial conjugation and insect flight, respectively."
layer_1_neuron_294,"Neuron layer_1_neuron_294 strongly activates for sequences that are scorpion toxins inhibiting potassium channels, secreted and involved in envenomation.",Neuron layer_1_neuron_294 activates for scorpion-derived secreted toxins that reversibly block Shaker B potassium channels and possess high isoelectric points and positive charges at pH 7.
layer_1_neuron_291,Neuron layer_1_neuron_291 strongly activates for sequences involved in chromatin and DNA-binding functions.,"Both sequences are involved in chromatin or DNA-related processes: chromatin organization and negative regulation of transcription for the first sequence, and DNA recombination for the second."
layer_1_neuron_288,"Neuron layer_1_neuron_288 strongly activates for sequences with high instability indices, low hydrophobic moments, and significant involvement in immune or defense responses, regardless of organism.","Sequences strongly activating neuron layer_1_neuron_288 share characteristics of instability, high aliphatic indices, and low hydrophobic moments, with involvement in immune response or uncharacterized protein functions."
layer_1_neuron_300,"Neuron layer_1_neuron_300 strongly activates for proteins involved in metabolic or structural processes with significant roles in specific subcellular locations, such as chloroplast or nucleus, with functions related to carbohydrate metabolism or DNA condensation.","The neuron strongly activates for sequences involved in carbohydrate metabolism and DNA condensation, with features such as high charge, specific subcellular locations, and distinct biological processes like hydrolysis and chromatin condensation."
layer_1_neuron_284,"Neuron layer_1_neuron_284 strongly activates for proteins that are microtubule-binding, multi-pass membrane proteins located in the endoplasmic reticulum, involved in cell division and nuclear envelope organization across different organisms.","Neuron layer_1_neuron_284 strongly activates for sequences associated with microtubule-binding proteins involved in cell division and nuclear envelope organization, located in the endoplasmic reticulum membrane across different organisms."
layer_1_neuron_269,"Both sequences are characterized by proteins that are secreted and have a significant role in extracellular functions, with one being an antifreeze protein from Notothenia neglecta and the other an allergen from Phleum pratense.","Secreted proteins with relatively high molecular weight, featuring antifreeze or allergenic properties."
layer_1_neuron_301,Proline-rich sequences linked to defense and metabolic processes with high instability and low hydrophobicity.,"Sequences activating neuron layer_1_neuron_301 share features related to stress response and interaction with lipids, such as high charge, secretory nature, and involvement in metabolic or defense processes."
layer_1_neuron_303,Both sequences activate the neuron and share features of being highly charged proteins with low isoelectric points that participate in structure-related processes like cell differentiation and interaction with extracellular matrices.,"Neuron layer_1_neuron_303 strongly activates for sequences with low isoelectric points, negative hydrophobic moments, and moderate structure stability."
layer_1_neuron_287,Neuron: layer_1_neuron_287 activates for secreted peptides involved in defense and regulatory functions.,Neuron: layer_1_neuron_287 strongly activates for secreted peptides involved in hormone activity and insulin regulation.
layer_1_neuron_293,"The neuron strongly activates for minor spike proteins involved in host cell entry, typically found in bacteriophage virions.","Neuron layer_1_neuron_293 strongly activates for sequences of minor spike proteins involved in symbiont entry into host cells with a role in DNA delivery and host-range determination, found in bacteriophages."
layer_1_neuron_305,"Opacity proteins from Neisseria gonorrhoeae with porin activity, located in the cell outer membrane, and involved in adherence functions and pathogenesis.","Opacity proteins from Neisseria gonorrhoeae with porin activity and involvement in pathogenesis, located in the cell outer membrane."
layer_1_neuron_296,"Neuron layer_1_neuron_296 activates for sequences involved in endocytosis, lipid transport, and regulation of gene expression, predominantly in human and mouse proteins with roles in cellular signaling and development.","Neuron: layer_1_neuron_296 strongly activates for sequences involved in receptor-mediated endocytosis, zinc ion binding, and cellular processes related to lipid metabolism and spermatogenesis."
layer_1_neuron_309,Neuron layer_1_neuron_309 activates for secreted peptides with defensive or toxic functions.,Secreted peptides from amphibians and cone snails with high instability indices and roles in defense or toxin activity.
layer_1_neuron_297,"Neuron layer_1_neuron_297 strongly activates for proteins involved in bacterial invasion or colonization, often secreted or located on the bacterial surface, such as Pectate lyase from *Pseudomonas viridiflava* and CS3 fimbrial subunit A from *Escherichia coli*.","Both sequences are associated with proteins that play roles in bacterial invasion or colonization, with the first being a secreted pectate lyase involved in plant invasion by Pseudomonas viridiflava, and the second being a fimbrial subunit facilitating epithelial colonization in Escherichia coli."
layer_1_neuron_295,"Neuron layer_1_neuron_295 strongly activates with uncharacterized membrane proteins from microorganisms, characterized by diverse molecular weights, high charge at pH 7, and significant membrane association, suggesting a role in cellular processes related to membrane functionality.",Neuron: layer_1_neuron_295 strongly activates for sequences of uncharacterized proteins located in the cell membrane.
layer_1_neuron_308,These sequences likely represent proteins involved in membrane-related functions with a high isoelectric point and are characterized by their subcellular localization to the membrane.,"Neuron layer_1_neuron_308 strongly activates for sequences of membrane-associated proteins involved in assembly processes, characterized by high isoelectric points and negative hydropathy indices."
layer_1_neuron_299,The sequences strongly activating neuron layer_1_neuron_299 are associated with proteins involved in antimicrobial or hemolytic activities from diverse organisms.,Neuron layer_1_neuron_299 activates strongly for sequences associated with proteins involved in organismal defense and cytolytic activities.
layer_1_neuron_306,"The sequences are glycine-rich, secreted antimicrobial proteins involved in defense responses against bacteria and fungi.",Antimicrobial proteins involved in defense against bacteria and fungi.
layer_1_neuron_304,Neuron layer_1_neuron_304 activates for sequences associated with nuclear proteins involved in regulating transcription processes.,"Neuron layer_1_neuron_304 strongly activates for sequences involved in transcription regulation and DNA binding, located in the nucleus."
layer_1_neuron_311,"Both sequences are associated with proteins that have high charge at pH 7 and are involved in distinct biological processes, with one being an unknown barley protein and the other a metallo-endoribonuclease from Caldicellulosiruptor saccharolyticus.","Both sequences are associated with proteins characterized by their high charge at pH 7 and involvement in specific biological functions, despite differing in molecular weight and origin."
layer_1_neuron_312,"Neuron layer_1_neuron_312 activates strongly for sequences associated with proteins involved in cellular structure and motility, specifically within cytoskeletal and Golgi apparatus components.","Neuron: layer_1_neuron_312 strongly activates for sequences with roles in cellular structure and transport, specifically related to cytoskeletal and Golgi apparatus functions."
layer_1_neuron_314,"Secreted proteins involved in cell signaling and processing, such as growth factors and signal peptidases.","Neuron layer_1_neuron_314 strongly activates for proteins involved in signaling and processing, particularly those with roles in growth factor signaling and signal peptide processing."
layer_1_neuron_298,"The neuron strongly activates for sequences involved in fundamental metabolic and protein synthesis processes, specifically mitochondrial protein synthesis in yeast and carbohydrate metabolism in rice.","Both sequences are involved in essential cellular processes, with one participating in mitochondrial protein synthesis in yeast and the other in glucose metabolism and pollen development in rice."
layer_1_neuron_313,"Essential cell division protein ZipA, stabilizing FtsZ protofilaments and anchoring to the Z ring in Actinobacillus pleuropneumoniae, with similar subcellular localization and function.","Cell division protein ZipA, essential for FtsZ-dependent cytokinesis, stabilizes FtsZ protofilaments and anchors the Z ring in the cell inner membrane of Actinobacillus pleuropneumoniae."
layer_1_neuron_317,Neuron: layer_1_neuron_317 strongly activates for proteins involved in cellular processes related to sporulation and cell adhesion.,"Neuron layer_1_neuron_317 strongly activates for proteins involved in specific biological processes such as sporulation and cell adhesion regulation, characterized by varied molecular weights and distinct structural features."
layer_1_neuron_264,"Neuron layer_1_neuron_264 strongly activates for sequences from mouse proteins with low isoelectric points, negative gravy scores, and high helix fractions.","Neuron layer_1_neuron_264 strongly activates for sequences associated with proteins involved in membrane-related processes and protein transport within Mus musculus, characterized by low isoelectric points and high helix fractions."
layer_1_neuron_310,"Neuron: layer_1_neuron_310 strongly activates for proteins involved in specific cellular functions, such as antifreeze activity in Notothenia neglecta and ribosomal assembly in Prototheca wickerhamii, indicating its sensitivity to proteins with distinct functional roles and subcellular localizations.",Neuron layer_1_neuron_310 strongly activates for sequences involved in secreted proteins with antifreeze properties and ribosomal proteins related to translation.
layer_1_neuron_316,"Neuron layer_1_neuron_316 strongly activates on sequences related to the transcriptional regulator Early Growth Response Protein 1 (EGR-1), which is involved in DNA binding, transcription regulation, and responses to growth factors, DNA damage, and circadian regulation in avian species.","Both sequences are transcriptional regulators from the Early growth response protein 1 (EGR-1), located in the nucleus and cytoplasm, with functions in DNA binding, transcription regulation, and responses to growth factors, DNA damage, and circadian rhythm in Taeniopygia guttata and Coturnix japonica."
layer_2_neuron_4,"Shared biological features: Proteins involved in regulatory processes, binding activities, and structural roles in organisms.","Both sequences are proteins involved in cellular processes, with the first related to sporulation in bacteria and the second to cell adhesion in amphibians, sharing a role in regulating cellular response and structure."
layer_1_neuron_319,"Neuron layer_1_neuron_319 strongly activates for sequences characterized by uncharacterized proteins with varied hydrophobicity, high instability, and diverse secondary structure compositions.","Neuron layer_1_neuron_319 strongly activates for sequences associated with uncharacterized proteins from different organisms with varied molecular weights, high charge at pH 7, and distinct subcellular localizations or structural features."
layer_1_neuron_302,Neuron: layer_1_neuron_302 strongly activates for proteins involved in cell cycle regulation and RNA metabolic processes in humans.,"Neuron layer_1_neuron_302 strongly activates for proteins involved in cell cycle regulation, RNA processes, and receptor trafficking in Homo sapiens."
layer_2_neuron_3,"These sequences are associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the biosynthesis of mycotoxins and dimeric gamma-naphthopyrones, requiring heme and iron ion binding for their monooxygenase activity.","Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the production of mycotoxins and aurasperone B."
layer_1_neuron_315,"Neuron layer_1_neuron_315 strongly activates for sequences associated with proteins involved in subcellular localization and structural roles, with a notable presence in the cytoplasm or nucleus.","Neuron: layer_1_neuron_315 activates strongly for sequences involved in protein maturation and features high instability index, associated with cytoplasmic or nuclear subcellular locations."
layer_2_neuron_0,"Both sequences are involved in biosynthesis processes and bind pyridoxal phosphate, with one focusing on glycine and serine interconversion and the other on fumonisin and ceramide production.","Both sequences are associated with enzymes involved in biosynthetic processes, specifically one-carbon metabolism and amino acid biosynthesis in bacteria and mycotoxin biosynthesis in fungi, highlighting pyridoxal phosphate as a common molecular function."
layer_1_neuron_292,"Neuron layer_1_neuron_292 activates for sequences associated with proteins involved in energy production and activity regulation, such as ATP synthesis and hibernation.","Both sequences activate the neuron due to features related to protein function in energy processes and regulation, with one involved in ATP synthesis in mitochondria and the other in the regulation of hibernation."
layer_1_neuron_318,"Neuron layer_1_neuron_318 strongly activates for secreted poly-His-poly-Gly peptides from Atheris species, functioning as metalloproteinase inhibitors with peptidase inhibitor activity.","The sequences are secreted peptides from bush vipers, acting as metalloproteinase inhibitors with a high charge at pH 7 and are rich in poly-His-poly-Gly motifs."
layer_1_neuron_307,"Both sequences are associated with proteins involved in movement, with one being a force-generating protein in cilia and flagella, while the other acts as a regulatory neuropeptide affecting muscle contractions.","Neuron layer_1_neuron_307 strongly activates for sequences involved in movement-related functions, either through cytoskeletal force generation or neuropeptide signaling."
layer_2_neuron_9,"The sequences are associated with glutathione S-transferase activity, involved in detoxification processes by conjugating reduced glutathione to hydrophobic electrophiles, and are found in plant species.","Both sequences are Glutathione S-transferases involved in detoxification processes, with activity towards hydrophobic electrophiles, and are associated with glutathione binding and transferase activity."
layer_2_neuron_10,Neuron layer_2_neuron_10 strongly activates for cytoplasmic enzymes involved in carbohydrate and cell wall metabolic pathways.,"Neuron layer_2_neuron_10 activates for sequences involved in catalyzing specific biological reactions within the cytoplasm, particularly in carbohydrate degradation and cell wall biosynthesis processes."
layer_2_neuron_11,"Shared biological features: Proteins from Mycobacterium species with hydrolase or phosphatase activity, moderate helix and sheet fractions, and similar molecular weights.",Neuron layer_2_neuron_11 strongly activates for uncharacterized hydrolase proteins from Mycobacterium species with specific structural properties and protein phosphatase activity.
layer_2_neuron_2,"The neuron strongly activates for sequences associated with uncharacterized proteins from mycobacterial strains, exhibiting phosphatase or hydrolase activity.",Neuron layer_2_neuron_2 activates for sequences from Mycobacterium species with serine/threonine phosphatase or hydrolase activity.
layer_2_neuron_1,"Both sequences are flagellin proteins from different bacteria, secreted as part of the bacterial flagellum, with structural molecule activity function.","Neuron layer_2_neuron_1 strongly activates for sequences associated with flagellin proteins that form the structural filaments of bacterial flagella, secreted in organisms like *Bordetella bronchiseptica* and *Serratia marcescens*."
layer_2_neuron_16,"Both sequences are enzymes, 2-phospho-L-lactate guanylyltransferases, involved in coenzyme F420 biosynthesis and exhibit GTP binding and phospholactate guanylyltransferase activity.",Both sequences are guanylyltransferases involved in coenzyme F420 biosynthesis and exhibit characteristics such as GTP binding and phospholactate guanylyltransferase activity from Methanosarcina species.
layer_2_neuron_12,"Both sequences are associated with proteins involved in transferase activity, specifically glutathione S-transferase functions, and are linked to detoxification processes.","Shared biological features: Both sequences are related to transferase activity, involving conjugation or detoxification processes."
layer_2_neuron_13,"The neuron strongly activates for proteins involved in secondary metabolite biosynthesis with monooxygenase activity, particularly in organisms like fungi and bacteria.","The neuron strongly activates for proteins involved in biosynthesis pathways with monooxygenase activity, particularly those associated with secondary metabolite production and cytochrome P450 functions."
layer_2_neuron_8,"Neuron layer_2_neuron_8 strongly activates for proteins involved in signaling pathways, with diverse subcellular localizations and functions as neuropeptides or membrane-associated proteins.","Neuron: layer_2_neuron_8 strongly activates for proteins involved in signaling pathways, either secreted or membrane-bound, with diverse structural features."
layer_2_neuron_7,"Both sequences are associated with enzymes that are NAD-dependent dehydrogenases involved in metabolic pathways, with the first being part of a secondary metabolite biosynthesis pathway and the second involved in the tricarboxylic acid cycle.",Neuron layer_2_neuron_7 strongly activates for sequences involved in NAD(P)-dependent oxidoreductase activities in metabolic pathways.
layer_2_neuron_6,"The neuron strongly activates for uncharacterized proteins with hydrolase activity from Mycobacterium species, characterized by moderate helix and sheet fractions, variable isoelectric points, and instability indices.",Neuron: layer_2_neuron_6 activates for sequences with serine/threonine phosphatase or hydrolase activity from Mycobacterium species.
layer_2_neuron_22,"Both sequences are putative ankyrin repeat proteins from different viruses, characterized by a negative gravy score, a high charge at pH 7, and similar secondary structure fractions.",Ankyrin repeat proteins from viruses with balanced secondary structures exhibit strong neuron activation.
layer_2_neuron_18,Both sequences activate in cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis pathways.,"Cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis, specifically in mycotoxin and aurasperone production."
layer_2_neuron_5,"The sequences strongly activate the neuron due to their involvement in critical cellular functions: one in muscle contraction and actin filament movement, and the other in transcription regulation and cellular response to stimuli, highlighting their roles in movement and gene expression regulation.","These sequences are involved in cellular processes such as transcription regulation and muscle contraction, and are subcellularly located in both the cytoplasm and nucleus, related to actin filament activity and transcriptional regulation functions."
layer_2_neuron_28,"Both sequences are involved in the biosynthesis of secondary metabolites and function as cytochrome P450 monooxygenases, exhibiting heme and iron ion binding, monooxygenase activity, and participation in oxidoreductase processes.","Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically acting as oxidoreductases with heme and iron ion binding functions."
layer_2_neuron_17,The shared biological feature is that both sequences correspond to cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis in fungi.,"Neuron layer_2_neuron_17 activates strongly for cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis, specifically in mycotoxin and aurasperone B production."
layer_2_neuron_15,Layer_2_neuron_15 strongly activates in sequences associated with membrane or cytoplasmic proteins involved in specific metabolic pathways and transporter or enzymatic activities.,"Both sequences are associated with proteins involved in specific cellular processes: one is a cytoplasmic enzyme participating in carbohydrate metabolism, while the other is a membrane protein implicated in transmembrane transport."
layer_2_neuron_20,"Both sequences are associated with uncharacterized proteins in Mycobacterium species, exhibiting hydrolase or phosphatase activity and similar secondary structure fractions.",Uncharacterized hydrolase enzymes from Mycobacterium species with significant secondary structure diversity.
layer_2_neuron_21,"Both sequences are involved in the biotin biosynthetic process, specifically functioning in the conversion of methyl esters to their corresponding free acids via hydrolysis, as part of the fatty acid synthetic pathway.","Neuron layer_2_neuron_21 strongly activates for sequences involved in the biotin biosynthetic process, specifically in proteins like BioH that function to remove methyl groups introduced by BioC, facilitating the synthesis of pimeloyl-ACP in the fatty acid synthetic pathway."
layer_2_neuron_32,"Neuron: layer_2_neuron_32 activates strongly for proteins with low isoelectric points, high charges at pH 7, and membrane or nuclear localization.","Neuron layer_2_neuron_32 strongly activates for proteins involved in membrane transport or DNA binding, located in cell membranes or nuclei, respectively."
layer_2_neuron_23,Ornithine carbamoyltransferase enzymes from Neisseria species catalyze the first step in L-arginine biosynthesis in the cytoplasm.,"The sequences are ornithine carbamoyltransferases from Neisseria species, involved in the arginine biosynthesis pathway, catalyzing the conversion of carbamoyl phosphate and ornithine to citrulline, and are located in the cytoplasm."
layer_2_neuron_35,Neuron layer_2_neuron_35 activates for sequences involved in DNA binding and associated with catalytic or biosynthetic processes.,"The sequences are characterized by their involvement in DNA binding and biosynthetic processes, with a nuclear localization and roles in the biosynthesis of cofactors like FMN."
layer_2_neuron_38,Neuron layer_2_neuron_38 strongly activates for proteins involved in oxidative reactions and metal ion binding.,"Neuron layer_2_neuron_38 activates for proteins involved in oxidation reactions, specifically carbon monoxide oxidation and oxidative dimerization, with metal and cofactor binding capabilities."
layer_2_neuron_14,"Neuron: layer_2_neuron_14 activates for proteins involved in enzymatic processes, specifically glycolysis and mRNA decay, with high charge and varying secondary structures.","Neuron: layer_2_neuron_14 activates for sequences involved in metabolic processes, specifically glycolysis and mRNA catabolism, with roles in enzyme activity and RNA binding."
layer_2_neuron_33,"Neuron: layer_2_neuron_33 strongly activates for sequences involved in cell adhesion and neural processes in vertebrates, and transcription regulation in bacteria.","Neuron layer_2_neuron_33 strongly activates for sequences involved in cell adhesion and nervous system development, as well as transcriptional regulation in different organisms."
layer_2_neuron_27,These sequences are associated with glutathione S-transferase proteins involved in detoxification and glutathione-related processes.,Both sequences are associated with glutathione S-transferase proteins involved in detoxification processes.
layer_2_neuron_29,"Cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites, such as aurasperone B and penitrems, with heme and iron ion binding capabilities.","Both sequences are associated with cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites, specifically aurasperone B in *Aspergillus niger* and penitrems in *Penicillium crustosum*, featuring heme and iron ion binding, and monooxygenase activity."
layer_2_neuron_30,"Both sequences are associated with fructose-bisphosphate aldolase enzymes involved in the glycolytic process, sharing catalytic activity that converts beta-D-fructose 1,6-bisphosphate into D-glyceraldehyde 3-phosphate and dihydroxyacetone phosphate.","Both sequences are associated with fructose-bisphosphate aldolase enzymes involved in glycolysis, sharing the catalytic activity of converting beta-D-fructose 1,6-bisphosphate into D-glyceraldehyde 3-phosphate and dihydroxyacetone phosphate."
layer_2_neuron_19,Neuron layer_2_neuron_19 strongly activates for sequences related to glutathione S-transferase enzymes involved in glutathione transferase activity and toxin catabolic processes.,"Neuron layer_2_neuron_19 activates strongly for sequences related to glutathione S-transferase enzymes involved in metabolic processes, detoxification, and oxidative stress protection."
layer_2_neuron_31,Neuron: layer_2_neuron_31 activates strongly for NAD(P)-dependent oxidoreductases involved in biosynthetic and catabolic pathways.,"Neuron layer_2_neuron_31 strongly activates for sequences involved in oxidoreductase activities, particularly NAD(P) binding and catalysis within metabolic pathways in fungi."
layer_2_neuron_25,Neuron layer_2_neuron_25 strongly activates for glutathione S-transferase-like proteins associated with translational elongation and transferase activity.,Glutathione S-transferase-like proteins involved in translational elongation and transferase activity.
layer_2_neuron_24,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, with functions in specific biosynthetic pathways for mycotoxins and dimeric gamma-naphthopyrones, respectively.",The shared biological feature is that both sequences are cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites.
layer_2_neuron_26,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the production of complex natural products within fungi.",Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis through oxidative transformations in fungi.
layer_2_neuron_34,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, with functions including heme and iron ion binding and participation in oxidative reactions.","Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, with functions in the synthesis of complex organic compounds in fungi."
layer_2_neuron_40,"Both sequences are associated with proteins involved in metabolic processes, with notable features including their roles in specific pathways (e.g., carbohydrate degradation and D-ribulose 5-phosphate production) and their catalytic activities related to NADP binding and conversion.","The neuron strongly activates for proteins involved in metabolic pathways, specifically carbohydrate degradation and the pentose phosphate pathway, with enzymatic activities related to oxidative decarboxylation and NADP binding."
layer_2_neuron_39,Both sequences are associated with cytochrome P450 enzymes involved in electron transfer and oxidative reactions.,Both sequences are associated with cytochrome P450 enzymes involved in electron transfer and monooxygenase activities.
layer_2_neuron_44,"Neuron layer_2_neuron_44 strongly activates for sequences involved in DNA binding and biosynthetic processes, with specific roles in catalytic activity and nuclear localization.","Neuron layer_2_neuron_44 strongly activates for proteins involved in DNA binding and riboflavin kinase activity, often related to transcription factor functions and nucleotide binding."
layer_2_neuron_37,"Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity, similar molecular weight, and secondary structure fractions.",Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity and similar structural properties.
layer_2_neuron_45,"Cytochrome P450 monooxygenase enzymes involved in biosynthesis of secondary metabolites in fungi, acting through heme and iron ion binding to catalyze oxidative reactions.","Cytochrome P450 monooxygenases, involved in the biosynthesis of secondary metabolites such as mycotoxins and dimeric gamma-naphthopyrones, catalyze reactions requiring heme and iron ion binding, with monooxygenase and oxidoreductase activities in fungi."
layer_2_neuron_42,"Neuron layer_2_neuron_42 strongly activates for proteins involved in biosynthetic processes, specifically peptidoglycan and rRNA modifications, located in the cytoplasm.","Both sequences are enzymes involved in essential cellular processes, with one participating in cell wall biosynthesis and the other in rRNA modification, and both are cytoplasmic in location."
layer_2_neuron_49,"Shared biological features: Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, catalyzing oxidative processes in fungi.",The shared biological feature is that both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis in fungi.
layer_2_neuron_36,"The sequences strongly activating the neuron share features of moderate molecular weight, relatively balanced secondary structure fractions, and association with specific bacterial proteins, including uncharacterized proteins and proteins in intergenic regions.","Neuron layer_2_neuron_36 strongly activates for proteins with moderate hydrophobicity, diverse secondary structures, and involvement in bacterial metabolic processes."
layer_2_neuron_47,"Neuron layer_2_neuron_47 strongly activates for sequences involved in oxidative metabolic pathways, specifically cytochrome P450 monooxygenase-mediated mycotoxin biosynthesis and oxidative decarboxylation in the pentose phosphate pathway.","Both sequences are enzymes involved in biosynthetic pathways: the first is a cytochrome P450 monooxygenase related to mycotoxin biosynthesis in Penicillium crustosum, and the second is a 6-phosphogluconate dehydrogenase involved in the pentose phosphate pathway in Emericella nidulans."
layer_2_neuron_48,"Neuron layer_2_neuron_48 strongly activates for proteins involved in DNA metabolism or methanol metabolism, often functioning as ATP or sensor kinases, and are located in the cytoplasm or cell membrane.","Neuron layer_2_neuron_48 strongly activates for proteins involved in DNA metabolism and repair or membrane-associated signal transduction, with a preference for binding or kinase activity."
layer_2_neuron_41,"Both sequences are involved in biosynthetic processes, with the first catalyzing secondary metabolite production and the second participating in phospholipid synthesis, highlighting their roles in metabolic pathways and NAD(P)+ binding.","Both sequences are involved in NAD(P)+-dependent oxidoreductase activities, playing roles in specific biosynthetic pathways related to secondary metabolite biosynthesis or glycerophospholipid metabolism."
