neuron_id,explanation_1,explanation_2
layer_2_neuron_280,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis with a negative gravy score.,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis with high instability indices.
layer_2_neuron_281,Strongly activates for multi-pass membrane proteins involved in lipoprotein biosynthesis with high molecular weight.,Strongly activates for multi-pass membrane proteins involved in lipoprotein biosynthesis with high molecular weights.
layer_2_neuron_291,"Strongly activates for antimicrobial proteins involved in defense responses against bacteria and fungi, with varying molecular weights and GRAVY scores.",Strongly activates for antimicrobial proteins exhibiting diverse structural properties and charged residues.
layer_2_neuron_282,Strongly activates for multi-pass membrane proteins involved in amino acid transmembrane transport processes.,Strongly activates for multi-pass membrane proteins involved in amino acid transmembrane transport.
layer_2_neuron_286,Strongly activates for secreted proteins with high charge at pH 7 and structural roles in cell walls.,Strongly activates for secreted proteins with a high charge at pH 7 and a significant presence of proline-rich regions.
layer_2_neuron_279,Strongly activates for single-pass membrane proteins with high helix and sheet fractions.,Strongly activates for sequences of multi-pass membrane proteins with high hydrophobicity and significant sheet fractions.
layer_2_neuron_293,"""Strongly activates for multi-pass membrane proteins involved in electron transport and oxidative phosphorylation.""","""Strongly activates for sequences of multi-pass membrane proteins involved in electron transport and oxidative phosphorylation."""
layer_2_neuron_287,Strongly activates for antimicrobial peptides with moderate to high molar mass and varying isoelectric points.,Strongly activates for proteins with antibacterial activity and specific charge properties.
layer_2_neuron_283,"""Strongly activates for proteins involved in kinase activities with negative gravy scores.""","Strongly activates for sequences of proteins with significant instability indices, primarily involved in kinase activities and signal transduction pathways."
layer_2_neuron_275,Strongly activates for secreted proteins with low GRAVY scores and high instability indices.,Strongly activates for secreted proteins with high instability indices and negative gravy scores.
layer_2_neuron_288,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with high charge at pH 7 and varying helix fractions.
layer_2_neuron_292,Strongly activates for proteins with significant extracellular matrix organizational roles and moderate instability indices.,"""Strongly activates for extracellular matrix proteins with high molecular weight and low hydrophobicity."""
layer_2_neuron_290,Strongly activates for proteins with low gravy scores and significant helical content.,Strongly activates for proteins with hydrophobic properties and a high charge at pH 7.
layer_2_neuron_301,"Strongly activates for proteins with high charge at pH 7 and varying helix, turn, and sheet fractions.",Strongly activates for proteins with high charge at pH 7 and significant instability indices.
layer_2_neuron_300,"Strongly activates for proteins with significant helix and sheet fractions, predominantly membrane-associated.",Strongly activates for multi-pass membrane proteins with negative gravy scores.
layer_2_neuron_294,Strongly activates for proteins with high instability indices and negative gravy scores.,Strongly activates for proteins with low gravy scores and high isolectric points.
layer_2_neuron_296,Strongly activates for secreted peptides with high hydrophobicity and significant sheet fraction.,Strongly activates for secreted proteins with high hydrophobicity and significant sheet fraction.
layer_2_neuron_297,Strongly activates for mitochondrial ribosomal proteins with a negative gravy score and a charge pH7 above 300.,Strongly activates for mitochondrial ribosomal proteins with a high charge at pH 7 and negative gravy scores.
layer_2_neuron_303,Strongly activates for proteins with high positive charge at pH 7 and low isoelectric points.,Strongly activates for protamines with high isoelectric points (12.0) and negative gravy scores.
layer_2_neuron_295,"""Strongly activates for proteins involved in mitochondrial functions with negative gravy scores.""","""Strongly activates for proteins with high molecular weights and unstable indices."""
layer_2_neuron_305,"Strongly activates for proteins with significant charge at pH 7 and varying helix, turn, and sheet fractions.",Strongly activates for proteins with high molecular weight and positive charge at pH 7.
layer_2_neuron_298,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for sequences with high charge at pH 7 and negative gravy scores.
layer_2_neuron_309,"""Strongly activates for proteins with high molecular weight and significant positive charge at pH 7.""",Strongly activates for mitochondrial proteins involved in electron transport and redox homeostasis.
layer_2_neuron_304,Strongly activates for proteins with a high molecular weight and significant instances of disintegrin-related functions.,Strongly activates for proteins with negative gravy scores and associated with proteolytic functions.
layer_2_neuron_308,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with negative gravy scores and high molecular weight.
layer_2_neuron_306,Strongly activates for proteins with high positive charge at pH 7 and significant DNA binding functionality.,"Strongly activates for proteins with high positive charge at pH 7 and significant helix content, involved in DNA binding and nuclear localization."
layer_2_neuron_299,Strongly activates for proteins with high charge values at pH 7 and a predominance of cysteine residues.,Strongly activates for proteins with high charge at pH 7 and low to negative gravy scores.
layer_2_neuron_312,"Strongly activates for keratin-associated proteins involved in hair structure, characterized by high molecular weight and positive charge at pH 7.",Strongly activates for keratin-associated proteins with high molecular weights and positive gravy scores.
layer_2_neuron_313,Strongly activates for protamines involved in sperm chromatin condensation and DNA binding.,Strongly activates for protamines involved in spermatogenesis with high positive charge and low hydrophobicity.
layer_2_neuron_311,Strongly activates for protamines with high positive charge at pH 7 and negative gravy scores.,Strongly activates for protamines involved in sperm DNA condensation with high molecular weight and negative gravy scores.
layer_2_neuron_302,Strongly activates for glycoproteins with high molecular weight that are secreted and involved in antifreeze functions.,Strongly activates for glycoproteins with high molecular weights and significant helix fractions.
layer_2_neuron_317,"Strongly activates for subunit 8 of the mitochondrial ATP synthase complex, a single-pass membrane protein involved in proton transmembrane transport.",Strongly activates for subunits of the mitochondrial ATP synthase complex with single-pass membrane protein characteristics.
layer_2_neuron_310,Strongly activates for secreted conotoxins with ion channel regulator activity.,Strongly activates for secreted conotoxins with ion channel regulating and toxin activities.
layer_2_neuron_314,"Strongly activates for proteins involved in mitochondrial electron transport and ATP synthesis, exhibiting negative or low gravy scores.",Strongly activates for mitochondrial proteins involved in electron transport and ATP synthesis.
layer_2_neuron_324,Strongly activates for secreted proteins with high instability indices and negative gravy scores.,"Strongly activates for sequences of positively charged, secreted toxins with high instability indices."
layer_2_neuron_307,Strongly activates for proteins with a negative gravy score and involved in cell wall organization.,"""Strongly activates for proteins with GPI-anchoring and secreted, cell wall functions."""
layer_2_neuron_321,Strongly activates for keratin-associated proteins with high molecular weight and significant turn fraction.,Strongly activates for keratin-associated proteins with high molecular weight and positive charge at pH 7.
layer_2_neuron_319,Strongly activates for glycoproteins with secreted subcellular locations involved in defense responses and proteolysis.,Strongly activates for glycopeptides with secreted functions and varied hydrophobicity.
layer_2_neuron_316,Strongly activates for mitochondrial membrane proteins involved in proton transmembrane transport.,Strongly activates for mitochondrial membrane proteins involved in proton transmembrane transport for ATP synthesis.
layer_2_neuron_331,Strongly activates for proteins with a high charge at pH 7 and significant helix and sheet fractional compositions.,Strongly activates for sequences of proteins with substantial helix and sheet fractions associated with membrane or receptor functions.
layer_2_neuron_323,"Strongly activates for proteins with high molecular weights, significant helix and sheet fractions, and involvement in membrane or cytoskeletal functions.",Strongly activates for proteins with high molar mass and significant helical content.
layer_2_neuron_329,Strongly activates for protamines involved in sperm DNA condensation with low gravy scores.,Strongly activates for protamines involved in sperm DNA condensation with high instability indices and negative gravy scores.
layer_2_neuron_327,Strongly activates for multi-pass membrane proteins with porin activity involved in carbohydrate transport.,Strongly activates for multi-pass membrane proteins involved in porin activity and carbohydrate transport.
layer_2_neuron_326,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport within the mitochondrial membrane ATP synthase complex.,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport within the mitochondrial membrane ATP synthase complex.
layer_2_neuron_328,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport.,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport.
layer_2_neuron_320,Strongly activates for protamines with low gravy scores and high charges at pH 7.,Strongly activates for protamines with high cationic charge and negative gravy scores.
layer_2_neuron_318,Strongly activates for secreted antimicrobial proteins with high charge at pH 7 and significant beta-turn structure.,Strongly activates for secreted antimicrobial proteins with high molecular weights and varying isoelectric points.
layer_2_neuron_322,"Strongly activates for secreted proteins with high molecular weight, variable isoelectric points, and positive gravy scores.",Strongly activates for secreted proteins with high molecular weights and positive gravy scores.
layer_2_neuron_315,"""Strongly activates for multi-pass membrane proteins involved in transmembrane transport and antibiotic resistance.""",Strongly activates for multi-pass membrane proteins involved in transmembrane transport with high molecular weights and positive gravy scores.
layer_2_neuron_325,"Strongly activates for proteins with high molecular weight (> 70 kDa), negative to low gravy scores, and significant sheet fraction (> 0.37).",Strongly activates for proteins with a high molecular weight and negative gravy scores.
layer_2_neuron_330,Strongly activates for secreted neuropeptides with moderate molecular weights and varied isoelectric points.,Strongly activates for secreted neuropeptides with moderate to low gravy scores.
layer_2_neuron_335,Strongly activates for mitochondrial proteins involved in ATP synthesis and transmembrane transport processes.,Strongly activates for mitochondrial proteins involved in ATP synthesis and proton transport with a high proportion of beta-sheet structure.
layer_2_neuron_337,Strongly activates for membrane-associated proteins involved in cellular processes such as electron transfer and cell division.,Strongly activates for sequences of membrane proteins involved in electron transfer and cellular repair processes.
layer_2_neuron_332,Strongly activates for secreted proteins with high charge at pH 7 and negative gravy scores.,Strongly activates for secreted proteins with high pH charge and negative gravy scores.
layer_2_neuron_339,Strongly activates for proteins with low gravy scores and significant helix and sheet fractions.,Strongly activates for proteins involved in flagellar structure with low isoelectric points and negative gravy scores.
layer_2_neuron_342,Strongly activates for protamines involved in sperm DNA compaction with consistent high molecular weight and negative gravy scores.,Strongly activates for protamines involved in sperm DNA compaction during spermatogenesis with high positive charge and negative gravy scores.
layer_2_neuron_338,Strongly activates for secreted proteins with high gravy scores and associated toxin activity.,Strongly activates for secreted proteins with high gravy scores and significant molecular weight.
layer_2_neuron_346,Strongly activates for highly basic sperm protamines involved in DNA binding and chromatin condensation.,Strongly activates for protamines involved in sperm DNA compaction during spermatogenesis.
layer_2_neuron_344,Strongly activates for secreted polypeptides with potassium channel regulatory activity.,Strongly activates for secreted neurotoxins with positive gravy scores and potassium channel regulator activity.
layer_2_neuron_348,Strongly activates for proteins with high positive charge at pH 7 and significant helix fraction.,Strongly activates for basic proteins with significant positive charge at pH 7 and high instability indices.
layer_2_neuron_340,Strongly activates for multi-pass membrane proteins with significant transmembrane transport functions.,Strongly activates for multi-pass membrane proteins with high molecular weight and significant turn and sheet fractions.
layer_2_neuron_343,Strongly activates for secreted proteins with high charge at pH 7 and low hydrophobicity.,Strongly activates for secreted proteins with high charge at pH 7 and varying hydrophobicity.
layer_2_neuron_333,Strongly activates for multi-pass membrane proteins involved in transport processes.,Strongly activates for multi-pass membrane proteins with high molecular weights.
layer_2_neuron_341,"Strongly activates for protamines involved in chromosome condensation during spermatogenesis, exhibiting high molecular weights and negative gravy scores.",Strongly activates for protamines involved in sperm DNA condensation during spermatogenesis.
layer_2_neuron_354,Strongly activates for multi-pass membrane proteins involved in transmembrane transport with high molecular weight and significant secondary structure content.,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes.
layer_2_neuron_345,Strongly activates for secreted toxins with a high charge at pH 7 and significant molecular weight.,Strongly activates for secreted proteins associated with toxin activity.
layer_2_neuron_350,"Strongly activates for proteins with high molecular weight, significant turn fractions, and negative gravy scores.",Strongly activates for proteins with high charge at pH 7 and predominantly turn-rich secondary structure.
layer_2_neuron_359,Strongly activates for proteins with high charge at pH 7 and significant instability indices.,Strongly activates for proteins with high charge at pH 7 and low hydrophobicity.
layer_2_neuron_353,Strongly activates for proteins with high charge at pH 7 and significant helix fraction.,Strongly activates for proteins with high charge at pH 7 and significant helix fraction.
layer_2_neuron_347,"Strongly activates for sequences with low gravy scores and high molecular weights, indicative of complex protein structures.",Strongly activates for proteins with high molecular weight (>60 kDa) and significant proportions of beta-sheet structure.
layer_2_neuron_336,"""Strongly activates for proteins with high molecular weight (>50 kDa) and significant helix fraction.""","""Strongly activates for sequences of glycosyltransferases involved in steroid saponin biosynthesis."""
layer_2_neuron_358,Strongly activates for secreted apolipoproteins involved in cholesterol efflux and lipid transport processes.,Strongly activates for apolipoproteins involved in cholesterol efflux and lipid transport processes.
layer_2_neuron_363,Strongly activates for secreted proteins with high molecular weight and negative gravy scores.,"Strongly activates for proteins with high molecular weight, negative gravy scores, and significant helix and sheet fractions."
layer_2_neuron_355,Strongly activates for mitochondrial membrane proteins with proton transmembrane transporter activity.,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport activities.
layer_2_neuron_364,Strongly activates for proteins with high molecular weights and positive gravy scores.,Strongly activates for sequences of multi-pass membrane proteins with high molar mass and positive gravy scores.
layer_2_neuron_351,Strongly activates for secreted neuropeptides with high Boman indices involved in signaling pathways.,Strongly activates for neuropeptides involved in signaling pathways with specific charge and hydrophobicity characteristics.
layer_2_neuron_349,Strongly activates for secreted peptides with high instability indices and negative gravy scores.,Strongly activates for secreted peptides with low gravy scores and high charge at pH 7.
layer_2_neuron_334,Strongly activates for protamines involved in chromatin condensation during spermatogenesis.,Strongly activates for protamines involved in chromatin condensation during spermatogenesis.
layer_2_neuron_360,Strongly activates for multi-pass membrane proteins with varying hydrophobicity and significant sheet fractions.,Strongly activates for multi-pass membrane proteins with significant hydrophobic character and varying isoelectric points.
layer_2_neuron_361,Strongly activates for multi-pass membrane proteins with NADH dehydrogenase activity involved in mitochondrial electron transport.,Strongly activates for multi-pass membrane proteins engaged in NADH dehydrogenase activity within the mitochondrial membrane.
layer_2_neuron_352,Strongly activates for protamine proteins involved in sperm DNA condensation with high positive charge and low hydrophobicity.,Strongly activates for protamines involved in sperm DNA condensation with high molecular weight and isoelectric points around 12.0.
layer_2_neuron_367,"""Strongly activates for proteins involved in translation initiation with negative gravy scores.""",Strongly activates for sequences of eukaryotic translation initiation factors located in the cytoplasm.
layer_2_neuron_357,Strongly activates for protamines with acidic isoelectric points involved in sperm DNA condensation.,Strongly activates for protamines involved in DNA binding and sperm chromatin compaction.
layer_2_neuron_362,Strongly activates for multi-pass membrane proteins involved in protein repair and electron transfer activity.,Strongly activates for multi-pass membrane proteins involved in protein repair with high charge at pH 7.
layer_2_neuron_366,Strongly activates for protamines with high instability indices and low gravy scores.,"""Strongly activates for proteins with low molecular weights and negative gravy scores involved in sperm DNA condensation."""
layer_2_neuron_373,Strongly activates for proteins with low isoelectric points and high charge values at pH 7.,"Strongly activates for proteins with high molecular weight and specific charge characteristics, including glycoproteins and protamines."
layer_2_neuron_356,Strongly activates for proteins with high charge at pH 7 and low gravy scores.,"Strongly activates for proteins with a high charge at pH 7, low gravy scores, and significant helix content."
layer_2_neuron_372,Strongly activates for proline-rich proteins involved in keratinocyte differentiation and epidermis development.,Strongly activates for proline-rich proteins involved in keratinocyte differentiation and epidermis development.
layer_2_neuron_365,"Strongly activates for proteins with negative gravy scores and significant helix, turn, and sheet fractions.",Strongly activates for proteins with significant charge at pH 7 and possessing a high helix fraction.
layer_2_neuron_371,"""Strongly activates for mitochondrial membrane proteins involved in ATP synthesis.""","""Strongly activates for mitochondrial membrane proteins involved in ATP synthesis with low gravy scores."""
layer_2_neuron_375,"""Strongly activates for sequences of proteins with high molecular weights involved in structural functions.""","""Strongly activates for proteins with highly negative gravy scores and significant helix fractions."""
layer_2_neuron_368,Strongly activates for multi-pass membrane proteins involved in glycosylation or transmembrane transport.,"""Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes."""
layer_2_neuron_380,Strongly activates for proteins involved in transcription regulation with high molecular weight and negative gravy scores.,"Strongly activates for proteins with high molecular weight, significant hydrophilicity, and structural roles in cuticle formation."
layer_2_neuron_377,Strongly activates for sequences of chaperone proteins involved in protein folding and export processes.,"""Strongly activates for Trigger factor proteins (PPIase) involved in chaperone-mediated protein folding."""
layer_2_neuron_370,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,"Strongly activates for sequences of proteins with low gravy scores and high charge at pH 7, indicating high solubility and charge density."
layer_2_neuron_376,Strongly activates for secreted proteins with high charge at pH 7 and varied secondary structure compositions.,Strongly activates for secreted proteins with high charge at pH 7 and varied instability indices.
layer_2_neuron_381,Strongly activates for multi-pass membrane proteins involved in electron transport and lipoprotein biosynthesis.,Strongly activates for multi-pass membrane proteins involved in electron transport and lipoprotein biosynthesis.
layer_2_neuron_385,Strongly activates for sequences of multi-pass membrane proteins with positive gravy scores involved in ion transport.,"Strongly activates for multi-pass membrane proteins with significant helix and sheet fractions, involved in ion transport."
layer_2_neuron_386,Strongly activates for keratin-associated proteins with high molecular weights and significant cysteine content.,Strongly activates for keratin-associated proteins involved in hair structure with high cysteine content.
layer_2_neuron_374,Strongly activates for multi-pass membrane proteins involved in NADH dehydrogenase activity.,Strongly activates for multi-pass membrane proteins with NADH dehydrogenase activity involved in electron transport.
layer_2_neuron_384,Strongly activates for proteins with low isoelectric points and negative gravy scores.,Strongly activates for glycine-rich proteins with negative gravy scores involved in cell wall structure and plasticity.
layer_2_neuron_369,Strongly activates for multi-pass membrane proteins involved in transmembrane transporter activity.,Strongly activates for multidrug transporters and efflux pumps with varying molecular weights and isoelectric points.
layer_2_neuron_383,Strongly activates for proteins with high charge at pH 7 and negative gravy scores.,Strongly activates for proteins with negative gravy scores and significant instability indices.
layer_2_neuron_378,Strongly activates for single-pass membrane proteins involved in proton transmembrane transporter activity with significant charge at pH 7.,Strongly activates for single-pass membrane proteins of the mitochondrial ATP synthase complex involved in proton transmembrane transport.
layer_2_neuron_389,Strongly activates for sequences of membrane proteins with high molecular weight and hydrophilic properties.,Strongly activates for sequences of multi-pass membrane proteins with a high isoelectric point and varied helix and sheet fractions.
layer_2_neuron_391,"""Strongly activates for proteins with high instability indexes and significant sheet fractions.""",Strongly activates for sequences of proteins with significant hydrophobicity and membrane association.
layer_2_neuron_392,Strongly activates for acid shock proteins located in the periplasm with high isoelectric points and negative gravy scores.,Strongly activates for acid shock proteins localized in the periplasm with isoelectric points around 10.5-10.8 and negative gravy scores.
layer_2_neuron_388,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""",Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_2_neuron_379,Strongly activates for proteins with high molecular weight and low isoelectric points.,Strongly activates for proteins with high instability indices and low gravy scores.
layer_2_neuron_397,Strongly activates for proteins with extensive turn structures and high instability indices.,Strongly activates for secreted proteins with high turn fraction and low GRAVY scores.
layer_2_neuron_396,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""","""Strongly activates for proteins with negative gravy scores and significant helix fraction."""
layer_2_neuron_382,"""Strongly activates for sequences of proteins with high molecular weights involved in immune response.""",Strongly activates for proteins with negative gravy scores and substantial charge at pH 7.
layer_2_neuron_394,"""Strongly activates for proteins with negative gravy scores and varying helix, turn, and sheet fractions.""","""Strongly activates for proteins with high charge at pH 7 and negative gravy scores."""
layer_2_neuron_387,"Strongly activates for proteins with low gravy scores and high charge at pH 7, indicating an acidic and hydrophilic nature.",Strongly activates for proteins with low gravy scores and significant charge at pH 7.
layer_2_neuron_399,"""Strongly activates for proteins comprising significant fractions of alpha helices and beta sheets associated with nuclear pore complex functions.""","""Strongly activates for nucleoporins involved in nuclear transport processes."""
layer_2_neuron_395,Strongly activates for proteins with high charge at pH 7 and significant proportions of sheet structure.,Strongly activates for proteins involved in ATP synthesis and proton transport across mitochondrial membranes.
layer_2_neuron_390,Strongly activates for sequences of proteins associated with membrane functions and displaying high charge at pH 7.,"Strongly activates for proteins with a high charge at pH 7 and negative gravy scores, predominantly membrane-associated with significant helix and sheet fractions."
layer_2_neuron_401,"Strongly activates for proteins related to ATP synthase with transmembrane transporter activity, primarily located in the mitochondrion membrane.",Strongly activates for single-pass membrane proteins involved in ATP synthesis with a high sheet fraction.
layer_2_neuron_400,Strongly activates for secreted conotoxins with neurotoxin activity and isolectric points around 4.05.,Strongly activates for secreted conotoxins with high instability indices.
layer_2_neuron_406,"""Strongly activates for proteins with high molecular weights and negative gravy scores.""","""Strongly activates for proteins with a high molecular weight and negative GRAVY scores."""
layer_2_neuron_402,Strongly activates for secreted peptides with high positive charge at pH 7 and low gravy scores.,Strongly activates for secreted peptides with high molecular weights and negative gravy scores.
layer_2_neuron_405,Strongly activates for proteins involved in metal ion binding and associated with glycosylation processes.,"""Strongly activates for proteins with metal ion binding functions."""
layer_2_neuron_398,Strongly activates for secreted neuropeptides with high isoelectric points and variable helix content.,Strongly activates for secreted neuropeptides with high molecular weights and positive gravy scores.
layer_2_neuron_410,Strongly activates for proteins with negative gravy scores and high helix fractions involved in cellular structural functions.,Strongly activates for proteins with negative gravy scores involved in cytoskeletal and mitotic processes.
layer_2_neuron_408,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport within the mitochondrial membrane.,Strongly activates for single-pass membrane proteins involved in proton transmembrane transport and ATP biosynthesis processes.
layer_2_neuron_409,"""Strongly activates for E3 ubiquitin-protein ligases involved in synaptic vesicle exocytosis.""",Strongly activates for E3 ubiquitin-protein ligases associated with synaptic vesicle exocytosis and neuronal functions.
layer_2_neuron_403,Strongly activates for protein sequences with high charge at pH 7 and negative gravy scores.,Strongly activates for sequences of proteins with high positive charge at pH 7 and significant helix or sheet fractions.
layer_2_neuron_393,"""Strongly activates for multi-pass membrane proteins involved in protein transport and insertion.""",Strongly activates for multi-pass membrane proteins involved in membrane protein insertion and mitochondrial electron transport.
layer_2_neuron_407,Strongly activates for S-layer proteins involved in cell wall organization.,Strongly activates for secreted S-layer proteins involved in cell wall organization.
layer_2_neuron_416,"Strongly activates for proteins with high molecular weight, substantial subcellular localization at the cell membrane, and involvement in synaptic assembly and Wnt signaling pathways.","""Strongly activates for proteins with low molecular weight and high instability index."""
layer_2_neuron_411,Strongly activates for positively charged proteins with high instability indices involved in cellular stress responses.,Strongly activates for proteins with low gravy scores and high charge at pH 7.
layer_2_neuron_413,Strongly activates for proteins with negative gravy scores involved in protein folding and heat shock response.,Strongly activates for cytoplasmic protein GrpE (HSP-70 cofactor) involved in protein folding with negative gravy scores.
layer_2_neuron_412,Strongly activates for keratin-associated proteins with high cysteine content involved in hair structure.,Strongly activates for keratin-associated proteins involved in hair structure and formation.
layer_2_neuron_419,Strongly activates for multi-pass membrane proteins involved in transmembrane transport or cellular division with positive gravy scores.,Strongly activates for multi-pass membrane proteins involved in transmembrane transport or cellular processes like respiration and cytokinesis.
layer_2_neuron_418,Strongly activates for proteins involved in pore-forming toxin activity against host cells with variable molecular weights and isoelectric points.,"Strongly activates for protein sequences with high molecular weight, involved in pore-forming activity and secretion, indicating their role in virulence and host cell interaction."
layer_2_neuron_421,Strongly activates for multi-pass membrane proteins involved in G-protein coupled receptor signaling pathways.,Strongly activates for multi-pass membrane proteins involved in G protein-coupled receptor signaling pathways.
layer_2_neuron_420,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,"""Strongly activates for sequences of secreted proteins with high charge at pH 7 and negative gravy scores."""
layer_2_neuron_414,Strongly activates for secreted proteins with diverse enzymatic activities and a negative gravy score.,Strongly activates for secreted proteins with low gravy scores involved in enzymatic hydrolysis.
layer_2_neuron_424,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""","""Strongly activates for proteins with high molecular weight and negative gravy scores."""
layer_2_neuron_425,Strongly activates for secreted proteins with toxin activity and varying hydrophobicity.,Strongly activates for secreted toxins with positive gravy scores and high charge at pH 7.
layer_2_neuron_404,"Strongly activates for proteins with low molecular weights, negative gravy scores, and structural features indicative of secreted or plastid-localized functions.",Strongly activates for proteins with low gravy scores and significant helix fractions.
layer_2_neuron_427,Strongly activates for protamines involved in sperm DNA compaction during spermatogenesis.,Strongly activates for protamines involved in sperm DNA compaction during spermatogenesis.
layer_2_neuron_422,Strongly activates for mitochondrial membrane proteins involved in proton transmembrane transport with significant helix and sheet fractions.,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis.
layer_2_neuron_423,Strongly activates for single-pass membrane proteins with high charge at pH 7 and negative gravy scores.,Strongly activates for sequences of single-pass membrane proteins with negative gravy scores.
layer_2_neuron_426,Strongly activates for sequences of membrane proteins with positive gravy scores and high sheet fraction.,"Strongly activates for proteins with a high molecular weight, positive GRAVY scores, and membrane-associated functions."
layer_2_neuron_415,Strongly activates for secreted proteins with notable peptide toxin activity.,Strongly activates for secreted peptides with high molecular weight and bacteriocidal activity against Gram-positive bacteria.
layer_2_neuron_428,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""",Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_2_neuron_430,Strongly activates for secreted peptides with high charge at pH 7 and significant helical structure.,Strongly activates for secreted proteins with high charge at pH 7 and varying helix fractions.
layer_2_neuron_433,Strongly activates for metallothioneins involved in metal ion binding and detoxification.,Strongly activates for metallothioneins involved in metal ion binding and detoxification.
layer_2_neuron_437,Strongly activates for neuropeptides with high molecular weights and significant charge at pH 7.,Strongly activates for neuropeptides with high molecular weight and positive charge at pH 7.
layer_2_neuron_432,"Strongly activates for secreted neurotoxins with significant charge at pH 7 and varied helix, turn, and sheet fractions.","Strongly activates for secreted conotoxins with toxin activity, particularly those that inhibit ion channels or acetylcholine receptors."
layer_2_neuron_431,Strongly activates for proteins involved in proteolytic processes with high molecular weights and negative gravy scores.,Strongly activates for proteins involved in mRNA transport and translation initiation with a high molar mass.
layer_2_neuron_429,"""Strongly activates for proteins with high molecular weights, negative gravy scores, and significant sheet fractions.""",Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_2_neuron_435,Strongly activates for proteins with high molecular weight and low gravy scores.,"Strongly activates for sequences of small, negatively charged proteins with significant helix and sheet fractions."
layer_2_neuron_449,"""Strongly activates for serine/threonine protein kinases with antifungal activity and significant hydrophobicity.""",Strongly activates for proteins with high molecular weight and significant kinase activity involved in neuronal processes.
layer_2_neuron_444,Strongly activates for secreted proteins with toxin activity and a high instability index.,Strongly activates for secreted proteins with toxin activity and varying hydrophobic moments.
layer_2_neuron_440,"""Strongly activates for proteins with cytosolic iron-sulfur cluster assembly functions and high molecular weights.""","Strongly activates for proteins with varied molecular weights involved in iron-sulfur cluster assembly and associated with multiple cellular localization, including cytoplasm and virion membrane."
layer_2_neuron_436,Strongly activates for multi-pass membrane proteins involved in transmembrane transport with positive GRAVY scores.,Strongly activates for multi-pass membrane proteins involved in transmembrane transport with high molecular weights and diverse functions across various organisms.
layer_2_neuron_441,Strongly activates for sequences of multi-pass membrane proteins with high hydrophobic characteristics involved in photoreception.,"""Strongly activates for multi-pass membrane proteins involved in visual perception with high hydrophobicity."""
layer_2_neuron_434,Strongly activates for proton-transporting ATP synthase subunits associated with cell inner membranes.,"""Strongly activates for single-pass membrane proteins with proton-transporting ATP synthase activity."""
layer_2_neuron_450,"""Strongly activates for keratins with negative gravy scores associated with epidermal structural functions.""","""Strongly activates for keratin proteins with negative gravy scores."""
layer_2_neuron_447,Strongly activates for multi-pass membrane proteins involved in mitochondrial electron transport with NADH dehydrogenase activity.,Strongly activates for multi-pass mitochondrial membrane proteins involved in NADH dehydrogenase activity.
layer_2_neuron_448,Strongly activates for secreted proteins with high molecular weight and significant charge at pH 7.,"""Strongly activates for secreted proteins with high molecular weight and significant charge at pH 7."""
layer_2_neuron_458,Strongly activates for secreted antimicrobial proteins with diverse activity against Gram-negative bacteria.,Strongly activates for secreted antimicrobial proteins with high charge at pH 7 and varying degrees of hydrophobicity.
layer_2_neuron_443,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis and proton transport.,Strongly activates for mitochondrial membrane proteins involved in ATP synthesis and electron transport.
layer_2_neuron_417,Strongly activates for secreted antimicrobial peptides with high charge at pH 7.,Strongly activates for secreted antimicrobial peptides with high molecular weight and negative gravy scores.
layer_2_neuron_438,Strongly activates for cytoplasmic proteins with negative gravy scores involved in translation initiation complexes.,"Strongly activates for proteins associated with translation initiation, particularly eIF3 subunits located in the cytoplasm."
layer_2_neuron_452,"""Strongly activates for sequences of proteins with significant structural roles in cellular processes, such as membrane proteins and nuclear pore components.""","Strongly activates for sequences of proteins with significant structural and functional roles in cellular processes, particularly those with high helix and sheet fractions."
layer_2_neuron_439,Strongly activates for proteins with a negative gravy score and functions in proton transmembrane transport.,Strongly activates for proteins involved in ATP synthesis with negative gravy scores and specific transmembrane features.
